0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,labels
-626.2628173828125,93.89724731445312,-0.6912737488746643,17.83376121520996,9.502007484436035,2.030928373336792,-2.7211358547210693,-8.514406204223633,-12.427498817443848,-6.575863361358643,-0.015911653637886047,-2.7505853176116943,0.7779747247695923,-5.365466594696045,-0.3371543288230896,1.482861042022705,-8.703283309936523,-2.764845609664917,-1.6180860996246338,-1.5234407186508179,male_calm
-480.1390550374873,47.575923298789284,11.708691413003786,11.156287547939588,5.763377676303985,1.9260307202184743,-2.4487414750473695,-8.939641508885469,-10.132485613977826,-6.199578636618764,-1.1571875091130455,-0.7698085244109035,-0.31634804440653225,-2.849297770536041,-0.3196075181882543,0.2966117701354772,-5.955950417333917,-4.405720943501112,-0.10169755568257936,-3.562853898188091,male_calm
-683.957275390625,90.0174331665039,-4.683877468109131,17.088733673095703,6.3520989418029785,0.12532874941825867,-6.658349990844727,-12.177515983581543,-15.775300025939941,-5.823636531829834,0.4002402722835541,-2.1892030239105225,-1.9853992462158203,-7.3118696212768555,-0.38016265630722046,-2.5984256267547607,-9.273966789245605,-2.6978280544281006,-2.0009665489196777,-5.7550482749938965,male_calm
-634.9598388671875,72.81147766113281,-3.487027883529663,20.697269439697266,10.188319206237793,-0.6678407192230225,-3.2936339378356934,-7.447816848754883,-16.70384979248047,-2.161060094833374,-0.08107460290193558,-3.7145144939422607,0.2735917866230011,-4.517450332641602,-1.1172451972961426,0.5343806743621826,-6.885534286499023,-1.2951998710632324,-3.2895543575286865,0.7568776607513428,male_neutral
-421.59722624941793,25.757940671956085,10.108197289442996,10.30596310136646,4.646219261278154,-0.9358530174029281,-2.5198252221017023,-6.431922796373773,-8.600892643541908,-4.8929080306483845,-1.3514704066629097,-1.7960194056814611,-1.6337695709364661,-2.0684351591201513,-0.7713606727171444,-0.4043638995479277,-3.5157541863271464,-2.6391219321702213,-0.472337795237181,-1.7743607537786528,male_neutral
-705.9786376953125,72.71763610839844,-5.553924560546875,25.403743743896484,7.102827548980713,-1.015213131904602,-5.189018249511719,-11.131308555603027,-16.84998893737793,1.7199680805206299,0.15380758047103882,-2.467313289642334,-0.27044326066970825,-5.2036662101745605,-1.512773036956787,-2.662466049194336,-5.560421466827393,-0.48210006952285767,-2.489316463470459,-1.3935601711273193,male_neutral
-546.125,76.01927185058594,-7.79399299621582,16.050329208374023,5.017382621765137,-4.930520057678223,-13.323084831237793,-10.114152908325195,-22.987564086914062,-6.0986785888671875,-3.7189347743988037,-9.888669967651367,0.08107422292232513,-6.844921588897705,-8.000231742858887,2.209510087966919,-13.89439868927002,-4.660819053649902,-1.437722086906433,-3.587101936340332,male_sad
-331.50975144006804,23.855358908592112,8.975874741972952,5.6601047614378714,1.8578406121999527,-1.643015050211123,-3.2576248389129394,-6.240887578395518,-8.742690132555232,-5.778379227379059,-2.5891528892336333,-2.1744810828981223,-1.234011038756224,-1.5685365845931047,-1.4861548169342311,-0.7511156080247845,-3.6782493689952798,-3.212452625534315,-0.7036423169894119,-2.5024378280847372,male_sad
-605.82861328125,72.01647186279297,-9.588725090026855,14.350759506225586,0.5623611211776733,-6.691625595092773,-15.279813766479492,-14.238434791564941,-23.687334060668945,-3.8039400577545166,-5.805697917938232,-8.835150718688965,0.18545791506767273,-9.001898765563965,-4.397838115692139,-0.30860546231269836,-13.632661819458008,0.17186465859413147,-2.144254446029663,-7.8247294425964355,male_sad
-584.827392578125,90.30742645263672,6.490704536437988,19.370176315307617,3.9730896949768066,7.530117988586426,-8.527729034423828,-7.721212387084961,-13.796844482421875,-8.63012409210205,0.1286102533340454,1.3089054822921753,-0.8389442563056946,-6.156766891479492,0.9251060485839844,-1.6882890462875366,-9.609992980957031,-3.7462849617004395,-2.714289426803589,-0.7576828002929688,male_calm
-468.9369094944605,44.935827483730016,18.93281020864997,12.652088560701861,3.4297658032168035,5.423618160509651,-3.8174155196770507,-8.857801269294072,-8.241120931510382,-8.100425464441614,-1.2402588385092232,1.3786653882290816,-2.3924172802298154,-3.041515941307551,-0.6422286874479778,-1.8734565802198873,-6.786608889944042,-4.171752286842219,-0.40865004246862985,-3.8119862410941825,male_calm
-639.3787231445312,85.83585357666016,5.615477561950684,20.385894775390625,0.7406710982322693,8.449349403381348,-12.740784645080566,-10.967862129211426,-16.221391677856445,-5.174815654754639,1.570716142654419,1.3803693056106567,-3.7716588973999023,-5.420561790466309,2.968364715576172,-4.134067535400391,-8.712311744689941,-3.900010824203491,-3.058619499206543,-6.929111957550049,male_calm
-620.0361938476562,91.1505355834961,0.27026504278182983,19.164636611938477,7.2973151206970215,4.211308002471924,-2.826127052307129,-6.541570663452148,-12.981972694396973,-6.169403553009033,1.8757344484329224,-2.0282368659973145,1.1992971897125244,-6.112198829650879,1.3250672817230225,0.38195422291755676,-9.526415824890137,-3.4490537643432617,-0.7169628739356995,-2.1833205223083496,male_calm
-501.2105403329485,51.55240769861042,9.772138941003536,12.849347013383305,4.950193233803816,1.3615491536264428,-3.072901128322017,-8.038863617732703,-9.849184781185542,-6.917172028094305,0.10138991948159327,-0.799966759927027,-0.790824409686614,-3.2782409848146106,-0.2632475542669442,-0.6836637353203906,-7.746315771439396,-4.5386758766180595,0.4553889044535224,-3.218739065497792,male_calm
-677.498046875,88.4197998046875,-1.4092439413070679,19.442676544189453,3.288266897201538,3.8559024333953857,-6.048720359802246,-9.017858505249023,-15.1736421585083,-3.835587501525879,2.642030715942383,-1.086506724357605,-0.922505795955658,-6.67927360534668,3.166896343231201,-3.1740710735321045,-8.99947738647461,-0.972048819065094,-0.6336097717285156,-5.683086395263672,male_calm
-526.5205688476562,84.4661636352539,-6.822328567504883,22.756919860839844,8.021370887756348,-0.8367099761962891,-6.375116348266602,-13.950516700744629,-15.801804542541504,-1.7012377977371216,-3.2403564453125,-2.1209194660186768,-1.0015733242034912,-5.576651573181152,-0.27786076068878174,0.1805049329996109,-5.214783668518066,-4.889361381530762,-1.2064435482025146,2.497520923614502,male_fear
-380.3721881746854,33.29290087992961,8.811074870165605,9.983013209683989,5.48060427087747,0.8440669286870124,-3.7678365473573145,-9.988925817468768,-9.427700828038322,-5.813591017377202,-3.373690924130201,-2.043035819023237,-2.069337575534823,-2.853645279316077,-1.6940503577575878,0.30761763170951767,-4.327836986892162,-4.395264655610976,0.5411149638583257,-1.2848173461120533,male_fear
-587.68994140625,80.48271179199219,-6.40305233001709,23.123445510864258,4.055154800415039,-1.2381689548492432,-8.721780776977539,-16.60759925842285,-17.110898971557617,-0.8899844884872437,-2.832838535308838,-1.788975477218628,-3.731086254119873,-6.236201763153076,0.07603511214256287,-0.829525887966156,-8.405733108520508,-5.756994247436523,0.9924154877662659,-3.2847304344177246,male_fear
-486.7699279785156,79.01697540283203,-17.02467155456543,8.980195045471191,2.3807828426361084,-3.17075514793396,-16.41968536376953,-9.577198028564453,-21.37987518310547,-11.563899040222168,3.0650250911712646,-11.385668754577637,-2.575124979019165,-2.7986340522766113,-10.1536865234375,0.6965548396110535,-11.10543155670166,-7.867644786834717,-3.952348470687866,-6.523227214813232,male_happy
-290.1094177016723,24.171161797085112,3.5052174475753906,2.1682137672117214,0.9081765190195205,-2.697734778859837,-4.888568476179234,-6.178662439640423,-9.008439620468213,-6.593548463378574,-1.6237501201762612,-2.403343879143226,-1.0976193100660199,-0.7210964989871571,-2.5306029553742295,-1.9440701297662013,-3.788577577773557,-4.1468866382004235,-2.7622889857239072,-4.305568061007947,male_happy
-543.37939453125,76.7025146484375,-18.06851577758789,10.610918045043945,-0.8855921030044556,-6.012662410736084,-19.71917724609375,-11.148504257202148,-23.17143440246582,-7.651608467102051,0.9021385908126831,-11.961857795715332,-0.10695529729127884,-6.034046649932861,-8.465420722961426,-1.1954257488250732,-15.14895248413086,-4.795801639556885,-5.0842766761779785,-8.64783000946045,male_happy
-581.916259765625,88.51522827148438,-3.8380160331726074,18.746213912963867,2.0825445652008057,0.21404176950454712,-8.477640151977539,-9.871638298034668,-19.995174407958984,-4.329436779022217,2.8634371757507324,-9.540112495422363,2.304910898208618,-5.4600300788879395,-1.413700819015503,2.6594557762145996,-9.988794326782227,-2.4880893230438232,-1.8007735013961792,-4.378759860992432,male_happy
-393.29878977792566,33.93896504640388,12.07503695937368,8.260867685917926,1.1417650100770869,-2.499922607981373,-4.722014560838509,-8.834098472543134,-10.683795319815623,-5.565866332243826,-1.969577946150542,-2.4112255041809174,-1.0345818829752855,-2.0624964358950613,-1.01894097095046,-1.4984841904925976,-4.665261329906322,-2.6889375770652495,-1.0133148018954747,-4.031800491391469,male_happy
-638.8876342773438,86.8918685913086,-5.829579830169678,19.07015609741211,-0.7417839765548706,-0.41439345479011536,-11.285233497619629,-12.82692813873291,-21.371994018554688,0.2136845886707306,2.504920244216919,-6.839762210845947,2.052778720855713,-5.817592144012451,0.6033967733383179,-2.6087887287139893,-11.514971733093262,-0.7260534167289734,-3.1076149940490723,-5.917143821716309,male_happy
-405.1925048828125,56.25638961791992,-9.454925537109375,2.894469738006592,-12.678078651428223,-8.760213851928711,-25.053308486938477,-19.835439682006836,-13.5399169921875,-9.66147518157959,-9.893202781677246,-10.206793785095215,-11.651564598083496,-14.064154624938965,-6.785140037536621,-1.747306227684021,-14.99604606628418,-1.2436370849609375,-8.593827247619629,-6.02593469619751,male_disgust
-308.34830869766205,32.23275692549744,4.7027855473242015,2.831158491889571,-6.4764346273134885,-6.185496029886987,-13.487421558825954,-12.936837988947888,-9.178715478539413,-6.279508938776383,-6.6724786871375406,-5.315108767727482,-6.474514278655067,-8.078726041378722,-2.5140170528484105,-2.282574188286361,-6.802291765728288,-2.1109196806903743,-3.95446782539613,-4.288046601679699,male_disgust
-468.6634826660156,53.764156341552734,-10.889728546142578,3.6069138050079346,-16.9317626953125,-10.836203575134277,-30.038667678833008,-18.555461883544922,-15.341836929321289,-9.441330909729004,-10.621723175048828,-9.997615814208984,-13.71844482421875,-14.262990951538086,-4.8218994140625,-5.110857009887695,-14.092364311218262,0.6848011016845703,-11.279278755187988,-5.335845470428467,male_disgust
-415.9065856933594,63.87566375732422,-9.814709663391113,13.458931922912598,-6.323144912719727,-4.840179443359375,-12.036057472229004,-12.57017707824707,-21.317777633666992,-9.669736862182617,-7.581063270568848,-9.690187454223633,-6.077946186065674,-6.912939071655273,-7.660977840423584,-4.344318866729736,-13.746826171875,-2.37227725982666,-9.2814302444458,-6.395984172821045,male_angry
-278.8067006828757,26.11834292385988,4.992817057677217,6.728017239894694,-2.013088802131241,-3.491549731092788,-5.211682067373979,-6.8322171468400255,-8.409065153481155,-7.425535406599409,-4.423748447141294,-4.453954289911074,-3.5676785050127764,-3.4534612082896015,-3.6877291602026365,-3.1788464199125546,-6.3461188270418045,-4.082487387449156,-3.9762980620963155,-4.266372475195006,male_angry
